"rules","support","confidence","lift"
"{domestic eggs,whole milk} => {yogurt}",0.00772671817812119,0.257627118644068,1.84695359984187
"{domestic eggs,rolls/buns} => {whole milk}",0.00660837738918259,0.422077922077922,1.65203280603201
"{domestic eggs,other vegetables} => {whole milk}",0.0123017486783245,0.552511415525114,2.16255562399722
"{domestic eggs,whole milk} => {other vegetables}",0.0123017486783245,0.410169491525424,2.1200352699128
"{fruit/vegetable juice,tropical fruit} => {other vegetables}",0.00660837738918259,0.481481481481481,2.48862419960686
"{fruit/vegetable juice,other vegetables} => {tropical fruit}",0.00660837738918259,0.314009661835749,2.99282852113995
"{fruit/vegetable juice,root vegetables} => {other vegetables}",0.00660837738918259,0.550847457627119,2.84715480463497
"{fruit/vegetable juice,other vegetables} => {root vegetables}",0.00660837738918259,0.314009661835749,2.88115581512726
"{fruit/vegetable juice,root vegetables} => {whole milk}",0.00650671004473363,0.542372881355932,2.12287292519576
"{fruit/vegetable juice,soda} => {whole milk}",0.00610004066693778,0.331491712707182,1.29747412900432
"{fruit/vegetable juice,yogurt} => {other vegetables}",0.008235054900366,0.440217391304348,2.27534327949005
"{fruit/vegetable juice,other vegetables} => {yogurt}",0.008235054900366,0.391304347826087,2.8052985169223
"{fruit/vegetable juice,yogurt} => {whole milk}",0.00945506303375356,0.505434782608696,1.97829547224
"{fruit/vegetable juice,whole milk} => {yogurt}",0.00945506303375356,0.354961832061069,2.54475552489262
"{fruit/vegetable juice,other vegetables} => {whole milk}",0.0104717364782432,0.497584541062802,1.94756925821477
"{fruit/vegetable juice,whole milk} => {other vegetables}",0.0104717364782432,0.393129770992366,2.0319623896379
"{citrus fruit,whipped/sour cream} => {whole milk}",0.00630337535583571,0.579439252336449,2.26795244169571
"{tropical fruit,whipped/sour cream} => {yogurt}",0.00620170801138674,0.448529411764706,3.21555050591665
"{whipped/sour cream,yogurt} => {tropical fruit}",0.00620170801138674,0.299019607843137,2.8499582003344
"{tropical fruit,whipped/sour cream} => {other vegetables}",0.00782838552257015,0.566176470588235,2.92638558313499
"{other vegetables,whipped/sour cream} => {tropical fruit}",0.00782838552257015,0.27112676056338,2.58411125668741
"{tropical fruit,whipped/sour cream} => {whole milk}",0.00793005286701911,0.573529411764706,2.24482104819644
"{root vegetables,whipped/sour cream} => {yogurt}",0.00640504270028467,0.375,2.6884110787172
"{whipped/sour cream,yogurt} => {root vegetables}",0.00640504270028467,0.308823529411765,2.83357111501317
"{root vegetables,whipped/sour cream} => {other vegetables}",0.00854005693371289,0.5,2.58434051497635
"{other vegetables,whipped/sour cream} => {root vegetables}",0.00854005693371289,0.295774647887324,2.71384275804078
"{root vegetables,whipped/sour cream} => {whole milk}",0.00945506303375356,0.553571428571429,2.16670456483429
"{whipped/sour cream,whole milk} => {root vegetables}",0.00945506303375356,0.293375394321767,2.69182871133293
"{whipped/sour cream,yogurt} => {other vegetables}",0.0101667344448963,0.490196078431373,2.53366717154544
"{other vegetables,whipped/sour cream} => {yogurt}",0.0101667344448963,0.352112676056338,2.52432965137765
"{whipped/sour cream,yogurt} => {whole milk}",0.010878405856039,0.524509803921569,2.05295600134204
"{whipped/sour cream,whole milk} => {yogurt}",0.010878405856039,0.337539432176656,2.4198526639137
"{rolls/buns,whipped/sour cream} => {other vegetables}",0.00671004473363156,0.458333333333333,2.36897880539499
"{rolls/buns,whipped/sour cream} => {whole milk}",0.00782838552257015,0.534722222222222,2.09292788610337
"{other vegetables,whipped/sour cream} => {whole milk}",0.0146400976006507,0.507042253521127,1.98458718887139
"{whipped/sour cream,whole milk} => {other vegetables}",0.0146400976006507,0.454258675078864,2.34791819657158
"{pip fruit,tropical fruit} => {yogurt}",0.00640504270028467,0.313432835820896,2.24703015534572
"{pip fruit,yogurt} => {tropical fruit}",0.00640504270028467,0.355932203389831,3.39239258967284
"{pip fruit,tropical fruit} => {other vegetables}",0.00945506303375356,0.462686567164179,2.39147928251543
"{other vegetables,pip fruit} => {tropical fruit}",0.00945506303375356,0.361867704280156,3.44896389467017
"{other vegetables,tropical fruit} => {pip fruit}",0.00945506303375356,0.263456090651558,3.48300283286119
"{pip fruit,tropical fruit} => {whole milk}",0.00843838958926393,0.412935323383085,1.61624824544211
"{pip fruit,whole milk} => {tropical fruit}",0.00843838958926393,0.280405405405405,2.67254609260423
"{pip fruit,root vegetables} => {other vegetables}",0.00813338755591704,0.522875816993464,2.70257831631514
"{other vegetables,pip fruit} => {root vegetables}",0.00813338755591704,0.311284046692607,2.85614727916836
"{pip fruit,root vegetables} => {whole milk}",0.00894672631150874,0.57516339869281,2.25121654975825
"{pip fruit,whole milk} => {root vegetables}",0.00894672631150874,0.297297297297297,2.72781363453005
"{pip fruit,yogurt} => {other vegetables}",0.00813338755591704,0.451977401129944,2.33612701918766
"{other vegetables,pip fruit} => {yogurt}",0.00813338755591704,0.311284046692607,2.23162527935021
"{pip fruit,yogurt} => {whole milk}",0.00955673037820252,0.531073446327684,2.07864640592085
"{pip fruit,whole milk} => {yogurt}",0.00955673037820252,0.317567567567568,2.27667244503979
"{pip fruit,rolls/buns} => {whole milk}",0.00620170801138674,0.445255474452555,1.74275083434752
"{other vegetables,pip fruit} => {whole milk}",0.0135217568117121,0.517509727626459,2.02555737402859
"{pip fruit,whole milk} => {other vegetables}",0.0135217568117121,0.449324324324324,2.32241411143145
"{pastry,tropical fruit} => {whole milk}",0.00671004473363156,0.507692307692308,1.98713153142122
"{pastry,soda} => {whole milk}",0.008235054900366,0.391304347826087,1.53158359141162
"{pastry,yogurt} => {other vegetables}",0.00660837738918259,0.373563218390805,1.93082912038463
"{other vegetables,pastry} => {yogurt}",0.00660837738918259,0.292792792792793,2.09905970110052
"{pastry,yogurt} => {whole milk}",0.00915006100040667,0.517241379310345,2.0245070461188
"{pastry,whole milk} => {yogurt}",0.00915006100040667,0.275229357798165,1.97314574584749
"{pastry,rolls/buns} => {other vegetables}",0.00610004066693778,0.29126213592233,1.50544107668525
"{other vegetables,pastry} => {rolls/buns}",0.00610004066693778,0.27027027027027,1.46952923072326
"{pastry,rolls/buns} => {whole milk}",0.00854005693371289,0.407766990291262,1.59601914703735
"{pastry,whole milk} => {rolls/buns}",0.00854005693371289,0.256880733944954,1.39672686516449
"{other vegetables,pastry} => {whole milk}",0.0105734038226922,0.468468468468468,1.8336075829112
"{pastry,whole milk} => {other vegetables}",0.0105734038226922,0.318042813455657,1.64386185662104
"{citrus fruit,tropical fruit} => {yogurt}",0.00630337535583571,0.316326530612245,2.26777533170703
"{citrus fruit,yogurt} => {tropical fruit}",0.00630337535583571,0.291079812206573,2.7742839465735
"{citrus fruit,tropical fruit} => {other vegetables}",0.00904839365595771,0.454081632653061,2.34700312074383
"{citrus fruit,other vegetables} => {tropical fruit}",0.00904839365595771,0.313380281690141,2.98682989409324
"{other vegetables,tropical fruit} => {citrus fruit}",0.00904839365595771,0.252124645892351,3.04655776043878
"{citrus fruit,tropical fruit} => {whole milk}",0.00904839365595771,0.454081632653061,1.77729683198389
"{citrus fruit,whole milk} => {tropical fruit}",0.00904839365595771,0.296666666666667,2.8275322997416
"{citrus fruit,root vegetables} => {other vegetables}",0.0103700691337942,0.586206896551724,3.02991646583434
"{citrus fruit,other vegetables} => {root vegetables}",0.0103700691337942,0.359154929577465,3.29538049190666
"{citrus fruit,root vegetables} => {whole milk}",0.00915006100040667,0.517241379310345,2.0245070461188
"{citrus fruit,whole milk} => {root vegetables}",0.00915006100040667,0.3,2.75261194029851
"{citrus fruit,yogurt} => {other vegetables}",0.00762505083367222,0.352112676056338,1.81995810913828
"{citrus fruit,other vegetables} => {yogurt}",0.00762505083367222,0.264084507042254,1.89324723853324
"{citrus fruit,yogurt} => {whole milk}",0.0102684017893453,0.474178403755869,1.85595653774084
"{citrus fruit,whole milk} => {yogurt}",0.0102684017893453,0.336666666666667,2.41359572400389
"{citrus fruit,rolls/buns} => {whole milk}",0.00721838145587637,0.43030303030303,1.68422626584186
"{citrus fruit,other vegetables} => {whole milk}",0.0130134200894673,0.450704225352113,1.76407750121901
"{citrus fruit,whole milk} => {other vegetables}",0.0130134200894673,0.426666666666667,2.20530390611315
"{root vegetables,shopping bags} => {other vegetables}",0.00660837738918259,0.515873015873016,2.66638307100735
"{other vegetables,shopping bags} => {root vegetables}",0.00660837738918259,0.285087719298246,2.61578620057607
"{shopping bags,soda} => {rolls/buns}",0.00630337535583571,0.256198347107438,1.39301655176825
"{rolls/buns,shopping bags} => {soda}",0.00630337535583571,0.322916666666667,1.85201652089407
"{shopping bags,soda} => {whole milk}",0.00681171207808052,0.276859504132231,1.08364109934128
"{shopping bags,whole milk} => {soda}",0.00681171207808052,0.278008298755187,1.59445459274403
"{other vegetables,shopping bags} => {whole milk}",0.00762505083367222,0.328947368421053,1.28751544599661
"{shopping bags,whole milk} => {other vegetables}",0.00762505083367222,0.311203319502075,1.60851069396868
"{sausage,tropical fruit} => {whole milk}",0.00721838145587637,0.518248175182482,2.02844769243728
"{root vegetables,sausage} => {other vegetables}",0.00681171207808052,0.45578231292517,2.35579339460429
"{other vegetables,sausage} => {root vegetables}",0.00681171207808052,0.252830188679245,2.31981132075472
"{root vegetables,sausage} => {whole milk}",0.00772671817812119,0.517006802721088,2.02358890233372
"{sausage,whole milk} => {root vegetables}",0.00772671817812119,0.258503401360544,2.37186516397604
"{sausage,soda} => {rolls/buns}",0.00965839772265148,0.397489539748954,2.16125324100095
"{rolls/buns,sausage} => {soda}",0.00965839772265148,0.315614617940199,1.81013724901446
"{rolls/buns,soda} => {sausage}",0.00965839772265148,0.251989389920424,2.68243251001872
"{sausage,soda} => {other vegetables}",0.00721838145587637,0.297071129707113,1.53546591266377
"{other vegetables,sausage} => {soda}",0.00721838145587637,0.267924528301887,1.53662137631333
"{sausage,soda} => {whole milk}",0.00671004473363156,0.276150627615063,1.08086652336719
"{sausage,yogurt} => {other vegetables}",0.00813338755591704,0.414507772020725,2.14245845801148
"{other vegetables,sausage} => {yogurt}",0.00813338755591704,0.30188679245283,2.16425545959624
"{sausage,yogurt} => {whole milk}",0.00874339162261082,0.44559585492228,1.74408309948888
"{sausage,whole milk} => {yogurt}",0.00874339162261082,0.292517006802721,2.09708256480435
"{rolls/buns,sausage} => {other vegetables}",0.00884505896705978,0.289036544850498,1.49393770633185
"{other vegetables,sausage} => {rolls/buns}",0.00884505896705978,0.328301886792453,1.7850621108295
"{rolls/buns,sausage} => {whole milk}",0.00935339568930459,0.305647840531561,1.19631999978848
"{sausage,whole milk} => {rolls/buns}",0.00935339568930459,0.312925170068027,1.70145493244285
"{other vegetables,sausage} => {whole milk}",0.0101667344448963,0.377358490566038,1.47699885125649
"{sausage,whole milk} => {other vegetables}",0.0101667344448963,0.340136054421769,1.75805477209276
"{bottled water,tropical fruit} => {yogurt}",0.00711671411142741,0.384615384615385,2.75734469612021
"{bottled water,yogurt} => {tropical fruit}",0.00711671411142741,0.309734513274336,2.95208204706044
"{bottled water,tropical fruit} => {other vegetables}",0.00620170801138674,0.335164835164835,1.73236012542371
"{bottled water,other vegetables} => {tropical fruit}",0.00620170801138674,0.25,2.3827519379845
"{bottled water,tropical fruit} => {whole milk}",0.00803172021146808,0.434065934065934,1.69895444786014
"{bottled water,root vegetables} => {other vegetables}",0.00701504676697845,0.448051948051948,2.31583760432946
"{bottled water,other vegetables} => {root vegetables}",0.00701504676697845,0.282786885245902,2.59467518962564
"{bottled water,root vegetables} => {whole milk}",0.00732004880032534,0.467532467532468,1.829944031297
"{bottled water,soda} => {yogurt}",0.0074217161447743,0.256140350877193,1.83629481867935
"{bottled water,yogurt} => {soda}",0.0074217161447743,0.323008849557522,1.85254521530483
"{soda,yogurt} => {bottled water}",0.0074217161447743,0.271375464684015,2.45561092054459
"{bottled water,rolls/buns} => {soda}",0.00681171207808052,0.281512605042017,1.61455275987946
"{bottled water,soda} => {whole milk}",0.00752338348922326,0.259649122807018,1.01627885870666
"{bottled water,yogurt} => {rolls/buns}",0.00711671411142741,0.309734513274336,1.68410650777577
"{bottled water,rolls/buns} => {yogurt}",0.00711671411142741,0.294117647058824,2.1085577087978
"{bottled water,yogurt} => {other vegetables}",0.00813338755591704,0.353982300884956,1.82962160352308
"{bottled water,other vegetables} => {yogurt}",0.00813338755591704,0.327868852459016,2.35052334751231
"{bottled water,yogurt} => {whole milk}",0.00965839772265148,0.420353982300885,1.64528522479566
"{bottled water,whole milk} => {yogurt}",0.00965839772265148,0.281065088757396,2.01498266254938
"{bottled water,rolls/buns} => {other vegetables}",0.00732004880032534,0.302521008403361,1.56363459729662
"{bottled water,other vegetables} => {rolls/buns}",0.00732004880032534,0.295081967213115,1.60443683223228
"{bottled water,rolls/buns} => {whole milk}",0.00874339162261082,0.361344537815126,1.41431948824098
"{bottled water,whole milk} => {rolls/buns}",0.00874339162261082,0.254437869822485,1.38344438229628
"{bottled water,other vegetables} => {whole milk}",0.0107767385115901,0.434426229508197,1.70036466113913
"{bottled water,whole milk} => {other vegetables}",0.0107767385115901,0.313609467455621,1.62094730525144
"{root vegetables,tropical fruit} => {yogurt}",0.00813338755591704,0.386473429951691,2.77066520189856
"{tropical fruit,yogurt} => {root vegetables}",0.00813338755591704,0.277777777777778,2.54871475953566
"{root vegetables,yogurt} => {tropical fruit}",0.00813338755591704,0.31496062992126,3.0018922053348
"{root vegetables,tropical fruit} => {other vegetables}",0.0123017486783245,0.584541062801932,3.02130630253274
"{other vegetables,tropical fruit} => {root vegetables}",0.0123017486783245,0.342776203966006,3.14509957295675
"{other vegetables,root vegetables} => {tropical fruit}",0.0123017486783245,0.259656652360515,2.47478956649033
"{root vegetables,tropical fruit} => {whole milk}",0.0119967466449776,0.570048309178744,2.23119584921692
"{tropical fruit,whole milk} => {root vegetables}",0.0119967466449776,0.283653846153846,2.60262987944891
"{soda,tropical fruit} => {yogurt}",0.00660837738918259,0.317073170731707,2.27312806655763
"{soda,tropical fruit} => {other vegetables}",0.00721838145587637,0.346341463414634,1.79012855183728
"{soda,tropical fruit} => {whole milk}",0.00782838552257015,0.375609756097561,1.47015422243359
"{tropical fruit,yogurt} => {rolls/buns}",0.00874339162261082,0.298611111111111,1.62362569866716
"{rolls/buns,tropical fruit} => {yogurt}",0.00874339162261082,0.355371900826446,2.54769534732429
"{rolls/buns,yogurt} => {tropical fruit}",0.00874339162261082,0.254437869822485,2.42504930966469
"{tropical fruit,yogurt} => {other vegetables}",0.0123017486783245,0.420138888888889,2.17156390494541
"{other vegetables,tropical fruit} => {yogurt}",0.0123017486783245,0.342776203966006,2.4573955847009
"{other vegetables,yogurt} => {tropical fruit}",0.0123017486783245,0.283372365339578,2.70082421073652
"{tropical fruit,yogurt} => {whole milk}",0.0151484343228955,0.517361111111111,2.02497568200911
"{tropical fruit,whole milk} => {yogurt}",0.0151484343228955,0.358173076923077,2.56777724826194
"{whole milk,yogurt} => {tropical fruit}",0.0151484343228955,0.270417422867514,2.57735055360936
"{rolls/buns,tropical fruit} => {other vegetables}",0.00782838552257015,0.318181818181818,1.64458032771222
"{rolls/buns,tropical fruit} => {whole milk}",0.010980073200488,0.446280991735537,1.74676475714713
"{tropical fruit,whole milk} => {rolls/buns}",0.010980073200488,0.259615384615385,1.41159586681975
"{other vegetables,tropical fruit} => {whole milk}",0.0170801138674258,0.475920679886686,1.86277588832688
"{tropical fruit,whole milk} => {other vegetables}",0.0170801138674258,0.403846153846154,2.08735195440398
"{root vegetables,soda} => {other vegetables}",0.008235054900366,0.442622950819672,2.28777684932333
"{other vegetables,soda} => {root vegetables}",0.008235054900366,0.251552795031056,2.30809075739316
"{root vegetables,soda} => {whole milk}",0.00813338755591704,0.437158469945355,1.71105877850478
"{root vegetables,yogurt} => {rolls/buns}",0.00721838145587637,0.279527559055118,1.51986349964961
"{rolls/buns,root vegetables} => {yogurt}",0.00721838145587637,0.297071129707113,2.1297315100577
"{root vegetables,yogurt} => {other vegetables}",0.0129117527450183,0.5,2.58434051497635
"{other vegetables,root vegetables} => {yogurt}",0.0129117527450183,0.272532188841202,1.95380948210063
"{other vegetables,yogurt} => {root vegetables}",0.0129117527450183,0.297423887587822,2.7289751476808
"{root vegetables,yogurt} => {whole milk}",0.0145384302562017,0.562992125984252,2.20357761686474
"{root vegetables,whole milk} => {yogurt}",0.0145384302562017,0.297297297297297,2.13135292727129
"{whole milk,yogurt} => {root vegetables}",0.0145384302562017,0.259528130671506,2.3812674377658
"{rolls/buns,root vegetables} => {other vegetables}",0.0122000813338756,0.502092050209205,2.59515365520638
"{other vegetables,root vegetables} => {rolls/buns}",0.0122000813338756,0.257510729613734,1.40015231425135
"{other vegetables,rolls/buns} => {root vegetables}",0.0122000813338756,0.286396181384248,2.62779182844726
"{rolls/buns,root vegetables} => {whole milk}",0.0127084180561204,0.523012552301255,2.04709568819544
"{root vegetables,whole milk} => {rolls/buns}",0.0127084180561204,0.25987525987526,1.41300887569544
"{other vegetables,root vegetables} => {whole milk}",0.0231801545343636,0.489270386266094,1.91502726594242
"{root vegetables,whole milk} => {other vegetables}",0.0231801545343636,0.474012474012474,2.45001928238922
"{other vegetables,whole milk} => {root vegetables}",0.0231801545343636,0.309782608695652,2.84237102530824
"{soda,yogurt} => {rolls/buns}",0.00864172427816185,0.315985130111524,1.71809272513928
"{rolls/buns,yogurt} => {soda}",0.00864172427816185,0.251479289940828,1.44230337950903
"{soda,yogurt} => {other vegetables}",0.00833672224481496,0.304832713754647,1.57558306489265
"{other vegetables,soda} => {yogurt}",0.00833672224481496,0.254658385093168,1.82567046339388
"{soda,yogurt} => {whole milk}",0.0104717364782432,0.382899628252788,1.49868712435114
"{soda,whole milk} => {yogurt}",0.0104717364782432,0.261421319796954,1.87415459294668
"{rolls/buns,soda} => {other vegetables}",0.00986173241154941,0.257294429708223,1.32987283794539
"{other vegetables,soda} => {rolls/buns}",0.00986173241154941,0.301242236024845,1.6379318040577
"{other vegetables,soda} => {whole milk}",0.0139284261895079,0.425465838509317,1.66529327002692
"{soda,whole milk} => {other vegetables}",0.0139284261895079,0.347715736040609,1.79723172868914
"{rolls/buns,yogurt} => {other vegetables}",0.0114884099227328,0.334319526627219,1.72799099522088
"{other vegetables,yogurt} => {rolls/buns}",0.0114884099227328,0.26463700234192,1.438899698748
"{other vegetables,rolls/buns} => {yogurt}",0.0114884099227328,0.269689737470167,1.93343167474968
"{rolls/buns,yogurt} => {whole milk}",0.0155551037006913,0.452662721893491,1.7717431486448
"{whole milk,yogurt} => {rolls/buns}",0.0155551037006913,0.277676950998185,1.50980126590279
"{rolls/buns,whole milk} => {yogurt}",0.0155551037006913,0.274685816876122,1.96924904868334
"{other vegetables,yogurt} => {whole milk}",0.0222651484343229,0.51288056206089,2.00743860263864
"{whole milk,yogurt} => {other vegetables}",0.0222651484343229,0.397459165154265,2.05433964711369
"{other vegetables,whole milk} => {yogurt}",0.0222651484343229,0.297554347826087,2.133195747243
"{other vegetables,rolls/buns} => {whole milk}",0.0178934526230175,0.420047732696897,1.64408654946545
"{rolls/buns,whole milk} => {other vegetables}",0.0178934526230175,0.315978456014363,1.63319185147518
"{other vegetables,root vegetables,tropical fruit} => {whole milk}",0.00701504676697845,0.570247933884298,2.231977189688
"{root vegetables,tropical fruit,whole milk} => {other vegetables}",0.00701504676697845,0.584745762711864,3.02236433107404
"{other vegetables,tropical fruit,whole milk} => {root vegetables}",0.00701504676697845,0.410714285714286,3.76845682302772
"{other vegetables,root vegetables,whole milk} => {tropical fruit}",0.00701504676697845,0.302631578947368,2.8843839249286
"{other vegetables,tropical fruit,yogurt} => {whole milk}",0.00762505083367222,0.619834710743802,2.42606216270435
"{tropical fruit,whole milk,yogurt} => {other vegetables}",0.00762505083367222,0.503355704697987,2.60168508219096
"{other vegetables,tropical fruit,whole milk} => {yogurt}",0.00762505083367222,0.446428571428571,3.20048937942524
"{other vegetables,whole milk,yogurt} => {tropical fruit}",0.00762505083367222,0.342465753424658,3.26404375066369
"{other vegetables,root vegetables,yogurt} => {whole milk}",0.00782838552257015,0.606299212598425,2.3730835873928
"{root vegetables,whole milk,yogurt} => {other vegetables}",0.00782838552257015,0.538461538461538,2.7831359392053
"{other vegetables,root vegetables,whole milk} => {yogurt}",0.00782838552257015,0.337719298245614,2.42114214106695
"{other vegetables,whole milk,yogurt} => {root vegetables}",0.00782838552257015,0.351598173515982,3.22604443535746
"{other vegetables,rolls/buns,root vegetables} => {whole milk}",0.00620170801138674,0.508333333333333,1.98964053588009
"{rolls/buns,root vegetables,whole milk} => {other vegetables}",0.00620170801138674,0.488,2.52231634261692
"{other vegetables,root vegetables,whole milk} => {rolls/buns}",0.00620170801138674,0.267543859649123,1.45470503234316
"{other vegetables,rolls/buns,whole milk} => {root vegetables}",0.00620170801138674,0.346590909090909,3.18010091587517
